GroupId,GroupName,GroupDescription,ID,Shortname,LongName,Description
3,Clear,Clearances for parts.,1308,DDST,DoorDwrSideTol,"Tolerance required for cabinets, when the second side is not of the same depth as the first side."
3,Clear,Clearances for parts.,2027,SFC2,SideFinishClear2,Horizontal clearance between face frame and box for finished ends Example: Face frame side overhang.
3,Clear,Clearances for parts.,4066,JMC2,JMoldingClear2,Vertical clearance between two J moldings.
4,Conf,"Vertical and horizontal delimiters for cabinet sections TIP: A fixed divider or a fixed shelf always separates a section. Sections represent either a horizontal (from left to right) or vertical (from bottom to top) assembly of cabinets. Example: Door sytle, drawer style, wine rack.",47,CH1,ConfHeight1,"Height of the lowest vertical section (door or opening) of an item. TIP: To know the measure of the upper wall door when you change the ConfHeights, use the following formula: Total cabinet height - ConfHeights = Top wall cabinet height. Example: If the total cabinet height = 84"", the ConfHeight1 = 34.5"" and ConfHeight2 = 31.5"", then the calculation is as the follows: 84"" - 34.5"" - 31.5"" = 18"", which is the height of the top section."
4,Conf,"Vertical and horizontal delimiters for cabinet sections TIP: A fixed divider or a fixed shelf always separates a section. Sections represent either a horizontal (from left to right) or vertical (from bottom to top) assembly of cabinets. Example: Door sytle, drawer style, wine rack.",48,CH2,ConfHeight2,"Height of the second vertical section (door or opening) of an item, starting from the bottom, upwards. The measurement of the CH2 is positioned starting from half the thickness of the first fixed shelf. TIP: To know the measure of the upper wall door when you change the ConfHeights, use the following formula: Total cabinet height - ConfHeights = Top wall cabinet height Example: If the total cabinet height = 84"", the ConfHeight1 = 34.5"" and ConfHeight2 = 31.5"", then the calculation is as the follows: 84"" - 34.5"" - 31.5"" = 18"", which is the height of the top section."
4,Conf,"Vertical and horizontal delimiters for cabinet sections TIP: A fixed divider or a fixed shelf always separates a section. Sections represent either a horizontal (from left to right) or vertical (from bottom to top) assembly of cabinets. Example: Door sytle, drawer style, wine rack.",49,CH3,ConfHeight3,"Height of the third vertical section (door or opening) of an item, starting from the bottom, upwards. The measurement of the CH3 is positioned starting from half of the thickness of the second fixed shelf. TIP: To know the measure of the upper wall door when you change the ConfHeights, use the following formula: Total cabinet height - ConfHeights = Top wall cabinet height Example: If the total cabinet height = 84"", the ConfHeight1 = 34.5""and ConfHeight2 = 31.5"", then the calculation is as follows: 84"" - 34.5"" - 31.5"" = 18"", which is the height of the top section."
4,Conf,"Vertical and horizontal delimiters for cabinet sections TIP: A fixed divider or a fixed shelf always separates a section. Sections represent either a horizontal (from left to right) or vertical (from bottom to top) assembly of cabinets. Example: Door sytle, drawer style, wine rack.",50,CH4,ConfHeight4,"Height of the fourth vertical section (door or opening) of an item, starting from the bottom, upwards. The measurement of the CH4 is positioned starting from half of the thickness of the third fixed shelf. TIP: To know the measure of the upper wall door when you change the ConfHeights, use the following formula: Total cabinet height - ConfHeights = Top wall cabinet height Example: If the total cabinet height = 84"", the ConfHeight1 = 34.5""and ConfHeight2 = 31.5"", then the calculation is as follows: 84"" - 34.5"" - 31.5"" = 18"", which is the height of the top section."
4,Conf,"Vertical and horizontal delimiters for cabinet sections TIP: A fixed divider or a fixed shelf always separates a section. Sections represent either a horizontal (from left to right) or vertical (from bottom to top) assembly of cabinets. Example: Door sytle, drawer style, wine rack.",51,CH5,ConfHeight5,"Height of the fifth vertical section (door or opening), starting from the bottom upwards. The measurement of the CH5 is positioned starting from half the thickness of the fourth fixed shelf. TIP: To know the measure of the upper wall door when you change the ConfHeights, use the following formula: Total cabinet height - ConfHeights = Top wall cabinet height Example: If the total cabinet height = 84"", the ConfHeight1 = 34.5"" and ConfHeight2 = 31.5"", then the calculation is as follows: 84"" - 34.5"" - 31.5"" = 18"", which is the height of the top section."
4,Conf,"Vertical and horizontal delimiters for cabinet sections TIP: A fixed divider or a fixed shelf always separates a section. Sections represent either a horizontal (from left to right) or vertical (from bottom to top) assembly of cabinets. Example: Door sytle, drawer style, wine rack.",52,CFW1,ConFWidth1,"Width of the first horizontal section, starting from the left. TIP: You can use formulas to set the configuration widths. If you have an item that has three section and wish to have the first and second section equal, and the middle section with a fixed width. The formula would be as follows: Total cabinet width - fixed width, then divide the remainder by 2; (W-12)/2 Example: Total cabinet Width = 60"", the fixed width of the middle section = 12, the first and last section have equal values. The calculation is as follows: (60"" - 12 "") / 2 = 24"", which is the width of the first and third section."
4,Conf,"Vertical and horizontal delimiters for cabinet sections TIP: A fixed divider or a fixed shelf always separates a section. Sections represent either a horizontal (from left to right) or vertical (from bottom to top) assembly of cabinets. Example: Door sytle, drawer style, wine rack.",53,CFW2,ConFWidth2,"Width of the second horizontal section, starting from the left. The measurement of the CFW2 is positioned starting from half the thickness of the first fixed divider."
